SOUNDS/yaapu0/en|acro|Acro flight mode
SOUNDS/yaapu0/en|acro_r|Acro mode
SOUNDS/yaapu0/en|althold|Altitude hold flight mode
SOUNDS/yaapu0/en|armed|Motors armed
SOUNDS/yaapu0/en|auto|Auto flight mode
SOUNDS/yaapu0/en|auto_r|Auto mode
SOUNDS/yaapu0/en|autortl|Auto RTL flight mode
SOUNDS/yaapu0/en|autotune|Autotune enabled
SOUNDS/yaapu0/en|avoidadsb|Avoid A D S B flight mode
SOUNDS/yaapu0/en|bat5|Battery at 5 percent
SOUNDS/yaapu0/en|bat10|Battery at 10 percent
SOUNDS/yaapu0/en|bat15|Battery at 15 percent
SOUNDS/yaapu0/en|bat20|Battery at 20 percent
SOUNDS/yaapu0/en|bat25|Battery at 25 percent
SOUNDS/yaapu0/en|bat30|Battery at 30 percent
SOUNDS/yaapu0/en|bat40|Battery at 40 percent
SOUNDS/yaapu0/en|bat50|Battery at 50 percent
SOUNDS/yaapu0/en|bat60|Battery at 60 percent
SOUNDS/yaapu0/en|bat70|Battery at 70 percent
SOUNDS/yaapu0/en|bat80|Battery at 80 percent
SOUNDS/yaapu0/en|bat90|Battery at 90 percent
SOUNDS/yaapu0/en|batalert|Battery alert
SOUNDS/yaapu0/en|batalert1|Battery level 1 alert
SOUNDS/yaapu0/en|batalert2|Battery level 2 alert
SOUNDS/yaapu0/en|brake|Brake flight mode
SOUNDS/yaapu0/en|circle|Circle flight mode
SOUNDS/yaapu0/en|cruise|Cruise flight mode
SOUNDS/yaapu0/en|disarmed|Motors disarmed
SOUNDS/yaapu0/en|drift|Drift flight mode
SOUNDS/yaapu0/en|ekf|E K F failsafe
SOUNDS/yaapu0/en|failsafe|failsafe
SOUNDS/yaapu0/en|fence|fence enabled
SOUNDS/yaapu0/en|fencebreach|fence breach
SOUNDS/yaapu0/en|flip|Flip flight mode
SOUNDS/yaapu0/en|flowhold|flow position hold flight mode
SOUNDS/yaapu0/en|flybywirea|Fly by wire a flight mode
SOUNDS/yaapu0/en|flybywireb|Fly by wire b flight mode
SOUNDS/yaapu0/en|follow|follow flight mode
SOUNDS/yaapu0/en|follow_r|follow mode
SOUNDS/yaapu0/en|gpsfix|GPS 3D fix lock
SOUNDS/yaapu0/en|gpsnofix|No gps
SOUNDS/yaapu0/en|guided|Guided flight mode
SOUNDS/yaapu0/en|guided_r|Guided mode
SOUNDS/yaapu0/en|guidednogps|Guided no gps flight mode
SOUNDS/yaapu0/en|hold_r|Hold mode
SOUNDS/yaapu0/en|initializing|Initializing
SOUNDS/yaapu0/en|initializing_r|Initializing
SOUNDS/yaapu0/en|land|Land flight mode
SOUNDS/yaapu0/en|landing|Landing complete
SOUNDS/yaapu0/en|loiter|Loiter flight mode
SOUNDS/yaapu0/en|loiter_r|Loiter mode
SOUNDS/yaapu0/en|lowbat|Low battery
SOUNDS/yaapu0/en|manual|Manual flight mode
SOUNDS/yaapu0/en|manual_r|Manual mode
SOUNDS/yaapu0/en|maxalt|Max altitude alert
SOUNDS/yaapu0/en|maxdist|Max distance alert
SOUNDS/yaapu0/en|minalt|Low altitude alert
SOUNDS/yaapu0/en|poshold|Position hold flight mode
SOUNDS/yaapu0/en|qacro|Q acro flight mode
SOUNDS/yaapu0/en|qautotune|Q autotune flight mode
SOUNDS/yaapu0/en|qhover|Q hover flight mode
SOUNDS/yaapu0/en|qland|Q land flight mode
SOUNDS/yaapu0/en|qloiter|Q loiter flight mode
SOUNDS/yaapu0/en|qrtl|Q return to home flight mode
SOUNDS/yaapu0/en|qstabilize|Q stabilize flight mode
SOUNDS/yaapu0/en|rtl|Return to home
SOUNDS/yaapu0/en|rtl_r|Return to home mode
SOUNDS/yaapu0/en|simple_r|simple mode
SOUNDS/yaapu0/en|simpleoff|simple mode disabled
SOUNDS/yaapu0/en|simpleon|simple mode enabled
SOUNDS/yaapu0/en|smartrtl|Smart return to home flight mode
SOUNDS/yaapu0/en|smartrtl_r|Smart return to home mode
SOUNDS/yaapu0/en|sport|Sport flight mode
SOUNDS/yaapu0/en|ssimpleoff|super simple mode disabled
SOUNDS/yaapu0/en|ssimpleon|super simple mode enabled
SOUNDS/yaapu0/en|stabilize|Stabilize flight mode
SOUNDS/yaapu0/en|steering_r|Steering mode
SOUNDS/yaapu0/en|terrainko|no terrain data
SOUNDS/yaapu0/en|thermal|Thermal flight mode
SOUNDS/yaapu0/en|throw|Throw flight mode
SOUNDS/yaapu0/en|timealert|Timer alert
SOUNDS/yaapu0/en|training|Training flight mode
SOUNDS/yaapu0/en|turtle|turtle mode
SOUNDS/yaapu0/en|zigzag|Zigzag flight mode
SOUNDS/yaapu0/en|takeoff|takeoff flight mode
SOUNDS/yaapu0/en|systemid|System I D flight mode
SOUNDS/yaapu0/en|autorotate|autorotate flight mode
SOUNDS/yaapu0/en|velocity|velocity flight mode
SOUNDS/yaapu0/en|yaapu|Yaa-pu telemetry ready
